key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
105,"f1b3_2","라그나로크급 3번함 함체 중앙부",1,"대미궁 바하무트: 침공편(영웅) 3",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,105,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"대미궁 바하무트: 침공편(영웅) 3",5,12,,19,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,"f1b4_2","라그나로크급 3번함 작전실",1,"대미궁 바하무트: 침공편(영웅) 4",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,105,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"대미궁 바하무트: 침공편(영웅) 4",5,12,,20,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,"w1b1","라그나로크급 6번함 함체 중앙부",1,"대미궁 바하무트: 진성편 1",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,110,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"대미궁 바하무트: 진성편 1",5,10,,13,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,"w1b2","라그나로크급 6번함 재생 제어 구역",1,"대미궁 바하무트: 진성편 2",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,115,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"대미궁 바하무트: 진성편 2",5,10,,14,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,"w1b3","라그나로크급 6번함 제1함교",1,"대미궁 바하무트: 진성편 3",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,120,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"대미궁 바하무트: 진성편 3",5,10,,15,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,"w1b4","바하무트 핵심부",1,"대미궁 바하무트: 진성편 4",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,123,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"대미궁 바하무트: 진성편 4",5,10,,16,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,"l1r3","어둠의 세계",1,"크리스탈 타워: 어둠의 세계",False,0,0,0,108,"ContentMemberType#4",0,0,0,0,0,50,50,90,0,True,True,True,False,False,2,True,False,True,False,False,False,True,"크리스탈 타워: 어둠의 세계",5,14,,3,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,"d2a1","고르디우스의 주먹",1,"기공성 알렉산더: 기동편 1",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편 1",5,11,,40,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,"d2a2","고르디우스의 손목",1,"기공성 알렉산더: 기동편 2",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편 2",5,11,,41,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,"d2a3","고르디우스의 팔",1,"기공성 알렉산더: 기동편 3",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편 3",5,11,,42,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,"d2a4","고르디우스의 어깨",1,"기공성 알렉산더: 기동편 4",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편 4",5,11,,43,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,"d2a1_2","고르디우스의 주먹",1,"기공성 알렉산더: 기동편(영웅) 1",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,190,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편(영웅) 1",5,13,,52,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,"d2a2_2","고르디우스의 손목",1,"기공성 알렉산더: 기동편(영웅) 2",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,195,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편(영웅) 2",5,13,,53,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,"d2a3_2","고르디우스의 팔",1,"기공성 알렉산더: 기동편(영웅) 3",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편(영웅) 3",5,13,,54,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,"d2a4_2","고르디우스의 어깨",1,"기공성 알렉산더: 기동편(영웅) 4",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,205,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 기동편(영웅) 4",5,13,,55,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,"z2r1","보이드의 방주",1,"보이드의 방주",False,1,0,0,108,"ContentMemberType#4",0,0,0,0,0,60,60,175,0,True,True,True,False,False,2,True,False,True,False,False,False,True,"보이드의 방주",5,15,,30,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,"l1p1","카르테노 평원: 외곽 유적지대",1,"외곽 유적지대(제압전)",True,0,0,1,110,"ContentMemberType#7",0,0,0,0,0,30,70,0,0,False,True,False,False,False,0,True,False,True,False,False,False,True,"외곽 유적지대(제압전)",6,3,,100,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,"s2p1","봉인된 바위섬",1,"봉인된 바위섬(쟁탈전)",True,0,0,2,110,"ContentMemberType#7",0,0,0,0,0,30,70,0,0,False,True,False,False,False,0,True,False,True,False,False,False,True,"봉인된 바위섬(쟁탈전)",6,3,,102,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,"a2fc","디아뎀 제도",2,"디아뎀 제도(쉬움)",False,1,0,0,108,"ContentMemberType#16",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,"디아뎀 제도(쉬움)",23,0,,1,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,"a2fc_2","디아뎀 제도",2,"디아뎀 제도",False,1,0,0,108,"ContentMemberType#16",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,"디아뎀 제도",23,0,,2,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,"a2fc_3","디아뎀 제도",2,"디아뎀 제도(어려움)",False,1,0,0,108,"ContentMemberType#16",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,"디아뎀 제도(어려움)",23,0,,3,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,"a2fd","봉쇄구역 S1T7",1,"마신 세피로트 토벌전",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,190,0,True,True,True,False,False,0,True,False,True,False,False,False,True,"마신 세피로트 토벌전",4,9,,114,,0,,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,"a2fd_2","봉쇄구역 S1T7",1,"극 마신 세피로트 토벌전",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,205,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"극 마신 세피로트 토벌전",4,20,,124,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,"d2a5","미다스의 주먹",1,"기공성 알렉산더: 율동편 1",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편 1",5,11,,44,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,"d2a6","미다스의 손목",1,"기공성 알렉산더: 율동편 2",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편 2",5,11,,45,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,"d2a7","미다스의 팔",1,"기공성 알렉산더: 율동편 3",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편 3",5,11,,46,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,"d2a8","미다스의 어깨",1,"기공성 알렉산더: 율동편 4",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편 4",5,11,,47,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,"f1d8","옛 암다포르 시가지",1,"옛 암다포르 시가지(어려움)",False,1,0,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,180,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"옛 암다포르 시가지(어려움)",2,7,,51,,0,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,"d2d5","거꾸로 선 탑",1,"거꾸로 선 탑",False,1,0,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,180,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"거꾸로 선 탑",2,7,,50,,0,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,"s1p5_1","늑대우리 훈련장",1,"더 피스트 (4 대 4 / 일반전)",True,0,0,0,110,"ContentMemberType#6",3,1,0,0,0,30,70,0,0,False,False,False,False,False,0,False,False,True,False,False,False,True,"더 피스트 (4 대 4 / 일반전)",6,2,,8,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,"s1p5_3","늑대우리 훈련장",1,"더 피스트 (4 대 4 / 등급전)",True,0,0,0,110,"ContentMemberType#6",3,1,0,0,0,30,70,0,0,False,False,False,True,True,0,False,False,True,False,False,False,True,"더 피스트 (4 대 4 / 등급전)",6,1,,0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,"",0,"",0,"ui/icon/000000/000000.tex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,"d2a5_2","미다스의 주먹",1,"기공성 알렉산더: 율동편(영웅) 1",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,215,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편(영웅) 1",5,13,,56,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,"d2a6_2","미다스의 손목",1,"기공성 알렉산더: 율동편(영웅) 2",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,220,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편(영웅) 2",5,13,,57,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,"d2a7_2","미다스의 팔",1,"기공성 알렉산더: 율동편(영웅) 3",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,225,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편(영웅) 3",5,13,,58,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,"d2a8_2","미다스의 어깨",1,"기공성 알렉산더: 율동편(영웅) 4",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,225,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"기공성 알렉산더: 율동편(영웅) 4",5,13,,59,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,"s1p2_begin01","더 폴드",1,"범위 공격을 피하자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"범위 공격을 피하자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,"s1p2_begin02","더 폴드",1,"콤보를 이어 적개심을 끌자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"콤보를 이어 적개심을 끌자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,"s1p2_begin03","더 폴드",1,"실전에서 콤보를 사용해보자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"실전에서 콤보를 사용해보자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,"s1p2_begin04","더 폴드",1,"다수의 적에게서 적개심을 끌자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"다수의 적에게서 적개심을 끌자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,"s1p2_begin05","더 폴드",1,"실전에서 다수의 적과 싸워보자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"실전에서 다수의 적과 싸워보자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,"s1p2_begin06","더 폴드",1,"멀리서 적개심을 끌자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"멀리서 적개심을 끌자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,"s1p2_begin07","더 폴드",1,"적 지원군에 대처하자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"적 지원군에 대처하자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,"s1p2_begin08","더 폴드",1,"파티원과 협력하여 적을 물리치자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"파티원과 협력하여 적을 물리치자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,"s1p2_begin09","더 폴드",1,"파티원과 같은 적을 공격하자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"파티원과 같은 적을 공격하자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,"s1p2_begin10","더 폴드",1,"적의 공격을 피하면서 싸우자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"적의 공격을 피하면서 싸우자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,"s1p2_begin11","더 폴드",1,"적 지원군에 대처하자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"적 지원군에 대처하자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,"s1p2_begin12","더 폴드",1,"특수 장치를 활용하며 싸우자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"특수 장치를 활용하며 싸우자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,"s1p2_begin13","더 폴드",1,"파티원을 회복시키자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"파티원을 회복시키자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,"s1p2_begin14","더 폴드",1,"다수의 파티원을 회복시키자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"다수의 파티원을 회복시키자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,"s1p2_begin15","더 폴드",1,"적의 공격을 피하면서 싸우자!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"적의 공격을 피하면서 싸우자!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,"s1f4_begin16","서부 라노시아",1,"마지막 훈련!",False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,0,False,False,True,False,False,False,True,"마지막 훈련!",20,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,"ec001","커르다스 중앙고지",1,"4개국 합동 훈련",False,1,0,0,108,"ContentMemberType#1",0,0,0,0,0,1,60,0,0,False,False,True,False,False,0,False,False,False,False,False,False,True,"4개국 합동 훈련",7,0,"",0,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,"z2r2","금기도시 마하",1,"금기도시 마하",False,1,0,0,108,"ContentMemberType#4",0,0,0,0,0,60,60,205,0,True,True,True,False,False,2,True,False,True,False,False,False,True,"금기도시 마하",5,15,,31,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,"r1fe","구름길",1,"니드호그 토벌전",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,205,0,True,True,True,False,False,0,True,False,True,False,False,False,True,"니드호그 토벌전",4,9,,113,,0,,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,"r1fe_2","구름길",1,"극 니드호그 토벌전",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,220,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"극 니드호그 토벌전",4,20,,123,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,"d2d6","소르 카이",1,"소르 카이",False,1,0,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"소르 카이",2,7,,52,,0,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,"s1da","난파선의 섬",1,"난파선의 섬(어려움)",False,1,0,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"난파선의 섬(어려움)",2,7,,53,,0,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
